"Fiscal Year","Employer","Initial Approvals","Initial Denials","Continuing Approvals","Continuing Denials","NAICS","Tax ID","State","City","ZIP"
"2019","SHIVAM INFOTECH INC","2","0","9","2","54","0867","NJ","KENDALL PARK","08824"
"2019","JPAULJONES LP","0","0","1","0","42","4762","TX","AUSTIN","78735"
"2019","FILECONTROL PARTNERS LTD","0","0","1","0","49","6782","TX","HOUSTON","77002"
"2019","MFXCHANGE US INC","2","1","3","0","54","8234","NJ","BRIDGEWATER","08807"
"2019","MFXCHANGE US INC","0","0","0","1","52","8234","NJ","MORRISTOWN","07960"
"2019","MFXCHANGE US INC","0","0","1","0","54","8243","NJ","BRIDGEWATER","08807"
"2019","VERGE MARKETING INC DBA VERGE CREA","1","0","0","0","99","8346","NY","NEW YORK","10001"
"2019","SEJONG LLP","1","0","0","0","54","4454","NJ","RIDGEFIELD PARK","07660"
"2019","GENERCON CORPORATION","0","0","1","0","44","6101","CA","RANCHO CUCAMONGA","91730"
"2019","JPAY INC","1","0","0","0","51","6761","FL","MIRAMAR","33025"
"2019","CVE TECHNOLOGY GROUP INC","5","1","0","0","33","8196","TX","ALLEN","75013"
"2019","RIVERWALK EDUCATION FOUNDATION","3","0","0","0","61","8906","TX","SAN ANTONIO","78209"
"2019","CASAMBA LLC","2","0","0","0","51","3247","CA","AGOURA HILLS","91301"
"2019","CATALOG DATA SOLUTIONS INC","3","0","0","0","99","9988","CA","SAN JOSE","95138"
"2019","UCA GROUP INC","0","1","1","0","54","0143","IL","ELGIN","60123"
"2019","HOLLYWOOD HEALTH SYSTEM INC","1","0","0","0","62","3494","CA","NORTH HOLLYWOOD","91602"
"2019","ARDEN ENGINEERING CONSTRUCTORS LLC","1","0","0","0","54","5457","RI","PAWTUCKET","02861"
"2019","CTR FOR AUTOMOTIVE RESEARCH","0","0","1","0","54","9978","MI","ANN ARBOR","48108"
"2019","IPLANNER INC","0","0","1","0","54","2992","TX","DALLAS","75240"
"2019","JEFF DAVIS PEANUT & GRAIN INC","1","0","0","0","11","7045","GA","DENTON","31532"
"2019","INVENSENSE INC","5","2","8","0","33","9977","CA","SAN JOSE","95110"
"2019","INVENSENSE INC","2","0","1","0","33","9977","NJ","EAST BRUNSWICK","08816"
"2019","INTERFYSIO LLC","4","0","1","0","62","4134","NY","NEW YORK","10105"
"2019","INTERFYSIO LLC","0","0","2","1","99","4134","NY","NEW YORK","10105"
"2019","RINGLEAD INC","1","0","0","0","54","6044","NY","MELVILLE","11747"
"2019","TEL TECHNOLOGY CENTER AMERICA LLC","2","0","0","0","33","6804","TX","AUSTIN","78741"
"2019","AAAPKR LLC","0","0","1","0","72","7458","FL","ORLANDO","32819"
"2019","UNISPEC ENTERPRISES INC","0","0","1","0","54","7962","DC","WASHINGTON","20003"
"2019","SARGA SOLUTIONS INC","1","0","4","0","54","3037","VA","HERNDON","20170"
"2019","SOHAG MUNSHI CPA LLC","1","0","0","0","54","3436","NJ","EDISON","08817"
"2019","DELIGHT CONSULTING SERVICES LLC","0","0","4","0","54","3986","MI","ROCHESTER","48307"
"2019","COVANT SOLUTIONS INC","2","0","18","2","54","8309","DE","NEWARK","19713"
"2019","MAGNETI MARELLI HOLDING USA, LLC","2","0","7","1","55","2046","MI","AUBURN HILLS","48326"
"2019","IMAGINE LEARNING INC","1","0","1","0","61","4204","UT","PROVO","84604"
"2019","VGA INTL LLC DBA HOME DESIGN OUTLE","0","1","0","0","44","4673","NJ","SECAUCUS","07094"
"2019","VINCENTRIC LLC","0","0","1","0","54","5196","MI","BINGHAM FARMS","48025"
"2019","SMK SOFT INC","0","0","2","1","54","5808","VA","HERNDON","20171"
"2019","MUSIC CITY INSUR & FINANCE LLC","2","0","1","0","52","6118","TN","NASHVILLE","37211"
"2019","SOFTWARE TECHNOLOGY INC","2","0","9","0","54","2181","NJ","PRINCETON","08540"
"2019","360 DEGREE CUSTOMER INC","0","1","1","0","62","2463","CA","SANTA CLARA","95054"
"2019","JW NUTRITIONAL LLC","0","2","0","0","32","2836","TX","ALLEN","75013"
"2019","HENDRICKSON USA L L C","0","0","1","0","33","5246","IL","WOODRIDGE","60517"
"2019","HENDRICKSON USA L L C","1","0","0","0","33","5546","IL","WOODRIDGE","60517"
"2019","CBIZ ACCOUNTING TAX ADVISORY SAN","0","0","0","1","54","6173","CA","SAN DIEGO","92131"
"2019","CASTRO VALLEY HLTH INC DBA CVHCARE","0","0","1","0","62","7587","CA","SAN RAMON","94583"
"2019","EPIC SYSTEMS INC","0","0","3","1","54","8231","VA","ALDIE","20105"
"2019","REVEREIT LLC","26","0","22","2","54","2135","VA","STERLING","20164"
"2019","NEXT CHAPTER TECHNOLOGY","0","0","1","0","54","3982","MN","EDEN PRAIRIE","55344"
"2019","BI SOLUTIONS INC","0","0","1","0","54","4833","TX","PLANO","75024"
"2019","EMERALD CONSULTING GROUP LLC","0","0","1","0","54","5478","OH","BROADVIEW HEIGHTS","44147"
"2019","CELER SYSTEMS INC","1","0","7","5","54","2920","CA","FOLSOM","95630"
"2019","EVOLUTION MED COMMUNICATIONS LLC","0","0","1","0","54","2935","NY","PEARL RIVER","10965"
"2019","PEOPLECORP AMERICA INC","0","0","4","0","54","4272","VA","HERNDON","20170"
"2019","CLEARBRIDGE INVESTMENTS LLC","0","0","1","0","52","6058","NY","NEW YORK","10018"
"2019","VPSS VICCS PUBLIC SECTOR SYSS LLC","2","0","0","0","54","9062","MD","ROCKVILLE","20852"
"2019","SMART DATA SYSTEMS LLC","1","0","0","0","54","9768","OH","MIAMISBURG","45342"
"2019","GENZYME THERAPEUTIC PRODUCTS LIMIT","0","1","4","0","32","2078","MA","CAMBRIDGE","02142"
"2019","STRATEGIC FUNDING SOURCE INC","1","0","0","0","52","5279","NY","NEW YORK","10036"
"2019","PARK LAW GROUP PC","0","1","0","0","54","2847","GA","DULUTH","30097"
"2019","VANA SOLUTIONS LLC","1","0","0","0","54","3435","OH","BEAVERCREEK","45431"
"2019","VANA SOLUTIONS LLC","0","0","1","0","54","3435","OH","DAYTON","45431"
"2019","HUNTER INTERNATIONAL INC","0","0","1","0","56","3978","OH","AVON","44011"
"2019","CORPTAX INC","0","0","3","0","54","8383","IL","BUFFALO GROVE","60089"
"2019","RICHARDSON KONTOGOURIS EMERSON LLP","0","0","1","0","54","1934","CA","TORRANCE","90503"
"2019","INTERNATIONAL SPANISH LANGUAGE ACA","1","0","0","0","61","2726","MN","MINNETONKA","55343"
"2019","ROSS INSTITUTE DBA THE ROSS SCHOOL","1","0","0","0","61","0911","NY","EAST HAMPTON","11937"
"2019","GLOBAL NUCLEAR FUEL-AMERICAS LLC","0","0","1","0","33","4690","PA","ERIE","16531"
"2019","ENTIT SOFTWARE LLC","0","1","14","0","54","6088","CA","NORTH HIGHLANDS","95660"
"2019","ENTIT SOFTWARE LLC","5","0","22","7","54","6088","TX","PLANO","75024"
"2019","SUPER TECHNOLOGY SOLUTIONS INC","2","0","0","2","54","1656","NJ","DUNELLEN","08812"
"2019","SUPER TECHNOLOGY SOLUTIONS INC","0","0","1","0","54","1656","NJ","GREEN BROOK","08812"
"2019","NATERA INC","11","0","2","0","54","4487","CA","SAN CARLOS","94070"
"2019","MAXREAL CUPERTINO","0","0","1","0","52","7090","CA","CUPERTINO","95014"
"2019","VERDERAME CALE ARCHITECTURE PLLC","1","0","0","0","54","9081","NY","NEW YORK","10012"
"2019","SOLGENIE TECHNOLOGIES INC","0","0","4","7","54","0380","GA","NORCROSS","30092"
"2019","SOLGENIE TECHNOLOGIES INC","0","0","2","0","54","0380","GA","PEACHTREE CORNERS","30092"
"2019","RF GRP LLC D/B/A MCGOWAN S HEATING","1","0","0","0","23","8882","FL","JACKSONVILLE","32256"
"2019","COMMUNITY CONNECTIONS OF NY INC","1","0","0","0","54","9860","NY","BUFFALO","14210"
"2019","AUTONOMY AMERICAS LLC","0","0","1","0","52","0194","NY","NEW YORK","10016"
"2019","OSSIA INC","0","0","1","0","33","2381","WA","BELLEVUE","98004"
"2019","DECISION TREE CONSULTING LLC","0","0","1","0","54","8133","OK","TULSA","74136"
"2019","KISKI ALPHA PARTNERS LLC","1","0","1","0","52","8409","NY","NEW YORK","10019"
"2019","MERIDIAM INFRASTRUCTURE NA CORP","1","0","0","0","54","8822","NY","NEW YORK","10158"
"2019","TN AMERICAS LLC","0","0","1","0","22","9924","MD","COLUMBIA","21045"
"2019","TN AMERICAS LLC DBA ORANO","0","0","1","0","54","9924","MD","COLUMBIA","21045"
"2019","RESOLUTION CONSULTING GROUP INC","1","0","0","0","54","3578","NY","TARRYTOWN","10591"
"2019","STARCOM CONS INC DBA ACCESS INST","0","1","0","0","99","4353","NY","KEW GARDENS","11415"
"2019","DATAMINR INC","8","0","3","0","54","8154","NY","NEW YORK","10016"
"2019","REVEREIT LLC","0","0","1","0","54","2135","VA","HERNDON","20171"
"2019","ALIRA HEALTH BOSTON LLC","0","0","2","0","54","3936","MA","FRAMINGHAM","01702"
"2019","MARU SOLUTIONS INCORPORATED","0","0","1","0","54","6175","DC","WASHINGTON","20002"
"2019","GLOBAL SAFETY TEXTILES LLC","0","0","1","0","31","8087","VA","SOUTH HILL","23970"
"2019","ACADIASOFT INC","1","0","0","0","51","8757","MA","NORWELL","02061"
"2019","ACADIASOFT INC","0","0","1","0","52","8757","MA","NORWELL","02061"
"2019","GLOBAL HOSPITALITY LLC","1","0","0","0","72","9979","MO","SAINT CHARLES","63301"
"2019","MICROSAN CONSULTANCY SVCS LLC","0","2","0","0","54","6947","CA","FOLSOM","95630"
"2019","LEEDS LLC","0","0","1","0","54","2649","NJ","NEWARK","07102"
"2019","OKIN AMERICA INC","0","2","0","0","33","4099","MS","SHANNON","38868"
"2019","MASHWORK INC DBA CANVS","1","0","0","0","54","8131","NY","NEW YORK","10004"
"2019","SRINAV INC","0","4","0","1","54","7686","CA","FREMONT","94536"
"2019","ACCOLADE INC","0","0","1","0","54","9591","PA","PLYMOUTH MEETING","19462"
"2019","ACCOLADE INC","6","0","1","0","62","9591","PA","PLYMOUTH MEETING","19462"
"2019","SILVERCLOUD INC","1","0","0","0","54","9639","NH","PORTSMOUTH","03801"
"2019","DORAN JONES INC","1","1","2","0","54","3970","NY","NEW YORK","10022"
"2019","EMETEORS INC","0","0","1","0","54","6538","NJ","MONTVILLE","07045"
"2019","DELOITTE CONSULTING LLP","1","0","0","0","54","5513","MA","BOSTON","02210"
"2019","UNITY INFLUENCE INC","0","0","0","1","51","7786","CA","DALY CITY","94015"
"2019","STATE OF MAINE OFF OF THE STATE AU","1","0","0","0","92","0001","ME","AUGUSTA","04333"
"2019","UNIVERSITY OF MAINE","0","0","1","0","61","0769","ME","FORT KENT","04743"
"2019","UNIVERSITY OF MAINE","6","0","3","0","61","0769","ME","ORONO","04469"
"2019","UNIVERSITY OF MAINE","0","0","1","0","61","0769","ME","PORTLAND","04101"
"2019","BIGELOW LAB FOR OCEAN SCIENCES","1","0","0","0","54","6001","ME","EAST BOOTHBAY","04544"
"2019","MAINE SCHOOL ADMIN DIST NO 17","1","0","0","0","61","6629","ME","SOUTH PARIS","04281"
"2019","MEDICAL CARE DEVELOPMENT INC","1","0","0","0","92","2787","MD","SILVER SPRING","20910"
"2019","MARKEM-IMAJE CORPORATION","3","0","2","0","33","3170","NH","KEENE","03431"
"2019","NGM INSURANCE COMPANY","0","0","1","0","52","0490","FL","JACKSONVILLE","32246"
"2019","DARTMOUTH COLLEGE","9","0","8","1","61","2111","NH","HANOVER","03755"
"2019","MARY HITCHCOCK MEMORIAL HOSPITAL","6","0","6","1","62","2140","NH","LEBANON","03756"
"2019","LRGHEALTHCARE","1","0","3","0","62","2150","NH","LACONIA","03246"
"2019","SAINT ANSELM COLLEGE","0","0","1","0","61","2182","NH","MANCHESTER","03102"
"2019","ST PAULS SCHOOL","1","0","0","0","61","2227","NH","CONCORD","03301"
"2019","TRIANGLE CREDIT UNION","0","0","1","0","52","3137","NH","NASHUA","03064"
"2019","CHEMTAN COMPANY INC","0","0","0","1","32","5759","NH","EXETER","03833"
"2019","SERVICENOW INC","0","1","0","0","54","6195","CA","SANTA CLARA","95054"
"2019","FRANKLIN PIERCE UNIVERSITY","0","0","1","0","61","3136","NH","RINDGE","03461"
"2019","HYPERTHERM INC","1","0","2","0","33","4267","NH","HANOVER","03755"
"2019","SOUTHERN NEW HAMPSHIRE UNIV","1","0","0","0","61","4509","NH","HOOKSETT","03106"
"2019","SOUTHERN NEW HAMPSHIRE UNIVERSITY","0","1","0","0","61","4509","NH","MANCHESTER","03106"
"2019","FERROTEC USA CORPORATION","0","0","2","0","33","5185","CA","SANTA CLARA","95054"
"2019","ANDROSCOGGIN VALLEY HOSPITAL","1","0","0","0","62","0367","NH","BERLIN","03570"
"2019","AIG TECHNOLOGIES INC","1","1","24","1","52","7338","NY","NEW YORK","10038"
"2019","CONCORD OPHTHALMOLOGIC ASSOC PA DB","1","0","0","0","99","9119","NH","CONCORD","03301"
"2019","COOS COUNTY FAMILY HEALTH SERVICES","1","0","0","0","62","0051","NH","BERLIN","03570"
"2019","VELCRO GROUP CORPORATION","0","0","1","0","31","3899","NH","MANCHESTER","03103"
"2019","LABSPHERE INC","1","0","1","0","33","8965","NH","NORTH SUTTON","03260"
"2019","CN HOLDINGS INC","1","0","1","0","54","9171","VT","WHITE RIVER JUNCTION","05001"
"2019","DEKA RESEARCH DEVELOPMENT CORP","2","0","3","0","99","1515","NH","MANCHESTER","03101"
"2019","ASPECT SOFTWARE INC","3","1","3","1","54","4368","AZ","PHOENIX","85016"
"2019","ASPECT SOFTWARE INC","1","0","0","0","99","4368","AZ","PHOENIX","85016"
"2019","NEURO-REHAB ASSOCS INC DBA NORTHEA","0","0","1","0","62","9797","NH","SALEM","03079"
"2019","ICAD INC","1","0","0","0","51","7419","NH","NASHUA","03062"
"2019","TEXTILES COATED INC DBA TEXTILES C","1","0","0","0","32","5288","NH","MANCHESTER","03103"
"2019","SCHLEUNIGER INC","1","0","0","0","33","7301","NH","MANCHESTER","03103"
"2019","PIKE INDUSTRIES INC A CRH COMPANY","0","0","1","0","56","2469","NH","BELMONT","03220"
"2019","DIGITAL MASTERS INC","2","0","1","0","54","1367","KS","OVERLAND PARK","66210"
"2019","BOTTOMLINE TECHNOLOGIES DE INC","0","0","3","0","54","3294","NH","PORTSMOUTH","03801"
"2019","ZCO CORPORATION","0","0","1","0","54","3991","NH","NASHUA","03060"
"2019","FOODSTATE INC","0","0","0","1","31","6846","NH","MANCHESTER","03103"
"2019","INSTRUMENTATION LABORATORY COMPANY","1","0","1","0","42","8199","MA","BEDFORD","01730"
"2019","CATHOLIC MEDICAL CENTER PHYSICIAN","0","0","2","0","62","0245","NH","MANCHESTER","03102"
"2019","LONZA BIOLOGICS HAYWARD","0","0","1","0","32","2009","CA","HAYWARD","94545"
"2019","LONZA BIOLOGICS INC","0","2","0","1","32","2009","NH","PORTSMOUTH","03801"
"2019","SUPERIOR CONTROIS INC","0","0","1","0","54","2291","NH","SEABROOK","03874"
"2019","PSI WATER SYSS INC DBA ENCON EVAPO","1","0","0","0","33","9632","NH","HOOKSETT","03106"
"2019","APTUS HEALTH INC","1","0","0","0","54","9830","MA","READING","01867"
"2019","CATCH DATA SYSTEMS INC","1","0","0","0","54","7965","NH","LEBANON","03766"
"2019","FUJIFILM DIMATIX INC","2","0","1","0","32","9402","CA","SANTA CLARA","95050"
"2019","DEEBECON INC","5","3","14","1","54","0052","NH","NASHUA","03062"
"2019","MILLIMETER WAVE PRODUCTS INC","0","0","1","0","33","0774","FL","SAINT PETERSBURG","33702"
"2019","HIGHDATA SOFTWARE CORPORATION","0","0","1","0","54","5434","NH","SALEM","03079"
"2019","HIGHDATA SOFTWARE CORPORATION","2","0","10","0","54","5484","NH","SALEM","03079"
"2019","EPISERVER INC","0","0","1","0","33","7493","NH","NASHUA","03063"
"2019","WENTWORTH DOUGLASS PHYSICIAN CORP","0","0","2","0","62","7927","NH","DOVER","03820"
"2019","COVIDIEN LP","0","0","2","0","33","2162","MN","FRIDLEY","55432"
"2019","COVIDIEN LP","18","0","23","1","33","2162","MN","MINNEAPOLIS","55432"
"2019","SKIN & LASER SURGERY CTR OF NEW EN","1","0","0","0","62","7419","NH","NASHUA","03060"
"2019","DAO EMERGING TECHNOLOGIES INC","1","0","0","0","51","9029","NY","WATERLOO","13165"
"2019","ADVANTAGE BUSINESS MEDIA","0","0","1","0","54","9321","NJ","ROCKAWAY","07866"
"2019","DLL SOLUTIONS INC","0","0","1","0","54","9694","NH","LONDONDERRY","03053"
"2019","RIVERSTONE RESOURCES LLC","1","0","3","0","52","1580","NH","MANCHESTER","03101"
"2019","PC CONNECTION INC DBA CONNECTION","0","0","1","0","42","3618","NH","MERRIMACK","03054"
"2019","PC CONNECTION INC DBA CONNECTION","0","0","1","0","45","3618","NH","MERRIMACK","03054"
"2019","GTT LLC","0","0","1","0","56","4874","NH","PORTSMOUTH","03801"
"2019","C SQUARED SYSTEMS LLC","2","0","1","0","54","6622","NH","AUBURN","03032"
"2019","VOBA SOLUTIONS LLC","0","0","1","0","54","6305","NH","LEBANON","03766"
"2019","S R INTERNATIONAL INC","0","0","4","1","54","1480","IL","NAPERVILLE","60564"
"2019","VLADMIR LTD","0","1","0","0","99","2682","TX","UNIVERSAL CITY","78148"
"2019","RESOLVIT RESOURCES LLC RESOLVIT LL","1","0","1","0","54","8092","LA","NEW ORLEANS","70112"
"2019","RESOLVIT RESOURCES LLC DBA RESOLVI","1","0","1","0","54","8092","VA","VIENNA","22182"
"2019","LOS ANGELES CAPITAL MANAGEMENT AND","0","0","1","0","52","1198","CA","LOS ANGELES","90025"
"2019","CALVARY PEDIATRICS PA","0","0","1","0","62","2139","NC","FAYETTEVILLE","28304"
"2019","PROFITSWORD LLC","0","0","1","0","54","4332","GA","ALPHARETTA","30005"
"2019","STEALTHBITS TECHNOLOGIES INC","0","0","1","0","51","0098","NJ","HAWTHORNE","07506"
"2019","TANISHA SYSTEMS INC","2","0","22","0","54","9348","NJ","ISELIN","08830"
"2019","TANISHA SYSTEMS INC","16","0","19","1","54","9348","NY","NEW YORK","10118"
"2019","CK TECHNOLOGIES LLC","1","0","0","0","32","0746","OH","MONTPELIER","43543"
"2019","INTEGRAL FINANCIAL LLC","0","1","0","0","52","5622","CA","SAN JOSE","95129"
"2019","PERMIRA ADVISERS LLC","0","0","2","0","52","5670","NY","NEW YORK","10022"
"2019","CARSON TAHOE PHYSICIAN CLINICS DBA","1","0","1","0","62","6741","NV","CARSON CITY","89703"
"2019","NOVARTIS INSTS FOR BIOMEDICAL RESE","1","0","0","1","54","7016","MA","CAMBRIDGE","02139"
"2019","NOVARTIS INSTS FOR BIOMEDICAL RESE","5","0","17","0","54","7016","NJ","EAST HANOVER","07936"
"2019","NOVARTIS INSTS FOR BIOMEDICAL RESE","1","0","3","0","99","7016","NJ","EAST HANOVER","07936"
"2019","EDI MEDIA INC","2","0","1","0","54","9404","CA","WEST COVINA","91790"
"2019","RESEARCH AFFILIATES LLC","0","0","1","0","52","0299","CA","NEWPORT BEACH","92660"
"2019","FX DIRECT DEALER LLC","1","0","0","0","52","3635","NJ","JERSEY CITY","07310"
"2019","WALNUT ST COMMUNITY HEALTH CTR INC","0","0","1","0","62","5163","MD","HAGERSTOWN","21740"
"2019","ARCH CAPITAL SERVICES INC","0","0","7","1","52","6800","NY","WHITE PLAINS","10601"
"2019","RADI TECH LLC","0","0","1","0","54","0317","NJ","EDISON","08837"
"2019","STRATIGENT LLC","0","0","0","1","54","3642","IL","CHICAGO","60602"
"2019","BHRIGUS INC","2","6","10","5","54","5017","NJ","SOMERSET","08873"
"2019","FARASIS ENERGY INC","4","0","1","0","33","8260","CA","HAYWARD","94545"
"2019","STELLA MCCARTNEY AMERICA INC","1","0","0","0","44","9107","NY","NEW YORK","10001"
"2019","FLORIDA PAIN AND REHAB ASSO INC","1","0","0","0","62","9723","GA","ROSWELL","30076"
"2019","MVP CONSULTING PLUS INC","0","0","1","0","54","0234","NY","ALBANY","12205"
"2019","SCHOOL TO SCHOOL INTERNATIONAL","0","0","1","0","92","0889","CA","PACIFICA","94044"
"2019","ID ANALYTICS LLC","0","0","1","0","54","1839","CA","MOUNTAIN VIEW","94043"
"2019","ID ANALYTICS LLC","3","0","0","0","54","1839","CA","SAN DIEGO","92128"
"2019","NOOR WHOLESALE OF FARMVILLE INC","0","0","0","1","42","4072","VA","RICHMOND","23230"
"2019","3K TECHNOLOGIES LLC","5","1","9","1","54","4148","CA","MILPITAS","95035"
"2019","THOUGHTLAB LLC","0","1","0","0","54","7195","UT","SALT LAKE CITY","84111"
"2019","ARCHIMEDEAN ACADEMY INC D/B/A ARCH","3","0","1","0","61","7904","FL","MIAMI","33183"
"2019","US-CHINA BUS & CULTURE EXCHANGE IN","1","0","0","0","56","8750","VA","FAIRFAX","22030"
"2019","NH NUTRACEUTICAL INC","0","0","0","1","42","9942","CA","TUSTIN","92780"
"2019","WOLVERINE ASSET MANAGEMENT LLC","0","0","1","0","52","1276","IL","CHICAGO","60604"
"2019","DKS STEEL DOOR & FRAME SYSTEMS INC","1","0","0","0","33","5370","CA","LOS ANGELES","90040"
"2019","IHEARTMEDIA MANAGEMENT SVCS INC","2","0","0","0","51","9566","NY","NEW YORK","10019"
"2019","IHEARTMEDIA MANAGEMENT SVCS INC","0","0","1","0","99","9566","NY","NEW YORK","10019"
"2019","IHEARTMEDIA MANAGEMENT SVCS INC","1","0","6","1","51","9566","TX","SAN ANTONIO","78258"
"2019","GRIMSHAW ARCHITECTS PC","1","0","0","0","54","2328","NY","NEW YORK","10001"
"2019","WELCH ALLYN INC","3","0","1","0","33","3407","IN","BATESVILLE","47006"
"2019","ZUEHLS LEGASPI & COMPANY","1","0","0","0","54","5715","CA","LOS ANGELES","90071"
"2019","CHINA TELECOM AMERICAS CORPORATION","19","1","1","0","51","5788","VA","HERNDON","20170"
"2019","NEXGEN TECHNOLOGIES LLC","0","0","1","0","54","7562","NJ","PRINCETON","08540"
"2019","EGENCIA LLC","9","1","4","0","51","9848","WA","BELLEVUE","98004"
"2019","EGENCIA LLC","1","0","3","0","54","9848","WA","BELLEVUE","98004"
"2019","EGENCIA LLC","4","1","2","0","99","9848","WA","BELLEVUE","98004"
"2019","AMERIT CONSULTING INC","0","0","1","0","56","1746","CA","SAN DIEGO","92130"
"2019","SAROJ MANJU INVESTMENTS LLC","0","0","1","0","72","5292","VA","GREAT FALLS","22066"
"2019","SAIGON COMMUNICATION INC","0","1","0","0","51","6692","CA","WESTMINSTER","92683"
"2019","GLOBAL SURVEILLANCE SYSTEMS INC","0","0","1","0","99","9788","VA","CHANTILLY","20151"
"2019","SILICON VALLEY OPTICS TECH INC","0","0","1","0","33","1897","CA","FREMONT","94538"
"2019","SHAWCOR PIPE PROTECTION LLC","0","1","0","0","23","1941","TX","HOUSTON","77086"
"2019","CAVISSON SYSTEMS INC","12","1","13","0","54","7773","CA","FREMONT","94539"
"2019","CAVISSON SYSTEMS INC","2","0","2","0","54","7773","CA","SANTA CLARA","95054"
"2019","PEDIATRIX MEDICAL SERVICES INC","1","0","1","0","62","2255","FL","FORT LAUDERDALE","33323"
"2019","PEDIATRIX MEDICAL SERVICES INC","2","0","0","0","62","2255","FL","SUNRISE","33323"
"2019","LA TOURANGELLE INC","0","1","0","0","31","3077","CA","WOODLAND","95776"
"2019","TATA COMMUNICATIONS AMERICA INC","2","1","3","0","51","5544","NJ","MATAWAN","07747"
"2019","CLAMPETT INDUSTRIES LLC DBA EMG","0","0","1","0","54","5997","MD","OWINGS MILLS","21117"
"2019","SHANNON RIVER FUND MANAGEMENT LLC","0","0","1","0","54","7358","NY","NEW YORK","10022"
"2019","CONCORDIA ANESTHESIOLOGY INC","0","0","1","0","62","9695","GA","ATLANTA","30328"
"2019","GP CONSULTING LLC","1","0","0","0","54","1485","VA","BURKE","22015"
"2019","TEAMSOFT TECHNOLOGIES LLC","2","1","6","0","54","2749","CA","SANTA CLARA","95054"
"2019","CONFIDE IT INC","0","0","1","0","54","8139","PA","MALVERN","19355"
"2019","MICROSEISMIC INC","1","0","0","0","21","8678","TX","HOUSTON","77042"
"2019","INTEGRIDATA BUS & TECH SOLNS LLC","1","0","1","0","54","1574","NY","NEW YORK","10168"
"2019","D&M HOLDINGS US INC","0","0","1","0","55","2028","NJ","MAHWAH","07430"
